1489.9999,1513.3175,1537.2507,1561.7715,1586.8522,1612.467,1638.5908,1665.1996,1692.2706,1719.7819,1747.7126,1776.0433,1804.7549,1833.8292,1863.2498,1893.0001,1923.0652,1953.4303,1984.0817
1513.3175,1536.9999,1561.3077,1586.2122,1611.6853,1637.701,1664.2336,1691.2589,1718.7537,1746.6953,1775.0632,1803.8372,1832.998,1862.5275,1892.4084,1922.6244,1953.1599,1984.0001,2015.1312
1537.2507,1561.3077,1586.0,1611.2983,1637.1743,1663.6016,1690.5537,1718.0063,1745.9359,1774.3195,1803.1361,1832.3651,1861.9872,1891.9835,1922.337,1953.0309,1984.0494,2015.3773,2047.0007
1561.7715,1586.2122,1611.2983,1637.0001,1663.289,1690.1376,1717.5198,1745.4103,1773.7853,1802.6217,1831.898,1861.5931,1891.6877,1922.1626,1953.0002,1984.1837,2015.697,2047.5247,2079.6526
1586.8522,1611.6853,1637.1743,1663.289,1689.9999,1717.2798,1745.1016,1773.4401,1802.2708,1831.5702,1861.3165,1891.4888,1922.0665,1953.0309,1984.3638,2016.048,2048.0674,2080.406,2113.0498
1612.467,1637.701,1663.6016,1690.1376,1717.2798,1745.0,1773.271,1802.0669,1831.3629,1861.1354,1891.3619,1922.0211,1953.0925,1984.5565,2016.3953,2048.5908,2081.1272,2113.988,2147.1587
1638.5908,1664.2336,1690.5537,1717.5198,1745.1016,1773.271,1802.0,1831.2623,1861.0331,1891.2878,1922.004,1953.16,1984.7347,2016.7086,2049.0632,2081.7805,2114.8438,2148.2368,2181.945
1665.1996,1691.2589,1718.0063,1745.4103,1773.4401,1802.0669,1831.2623,1861.0,1891.2542,1922.0001,1953.2152,1984.8771,2016.9646,2049.4578,2082.3376,2115.5862,2149.1863,2183.1218,2217.3774
1692.2706,1718.7537,1745.9359,1773.7853,1802.2708,1831.3629,1861.0331,1891.2542,1922.0001,1953.246,1984.9685,2017.145,2049.7544,2082.7756,2116.19,2149.979,2184.1255,2218.6128,2253.425
1719.7819,1746.6953,1774.3195,1802.6217,1831.5702,1861.1354,1891.2878,1922.0001,1953.246,1984.9999,2017.238,2049.9377,2083.0771,2116.6353,2150.5928,2184.9312,2219.6328,2254.6807,2290.0588
1747.7126,1775.0632,1803.1361,1831.898,1861.3165,1891.3619,1922.004,1953.2152,1984.9685,2017.238,2049.9998,2083.2305,2116.9082,2151.0112,2185.5205,2220.4165,2255.6816,2291.2986,2327.2515
1776.0433,1803.8372,1832.3651,1861.5931,1891.4888,1922.0211,1953.16,1984.8771,2017.145,2049.9377,2083.2305,2117.0,2151.2234,2185.8794,2220.948,2256.4097,2292.2466,2328.441,2364.9766
1804.7549,1832.998,1861.9872,1891.6877,1922.0665,1953.0925,1984.7347,2016.9646,2049.7544,2083.0771,2116.9082,2151.2234,2186.0002,2221.2163,2256.8518,2292.887,2329.303,2366.0825,2403.2087
1833.8292,1862.5275,1891.9835,1922.1626,1953.0309,1984.5565,2016.7086,2049.4578,2082.7756,2116.6353,2151.0112,2185.8794,2221.2163,2256.9998,2293.2095,2329.825,2366.828,2404.1997,2441.9243
1863.2498,1892.4084,1922.337,1953.0002,1984.3638,2016.3953,2049.0632,2082.3376,2116.19,2150.5928,2185.5205,2220.948,2256.8518,2293.2095,2330.0,2367.203,2404.7993,2442.771,2481.1006
1893.0001,1922.6244,1953.0309,1984.1837,2016.048,2048.5908,2081.7805,2115.5862,2149.979,2184.9312,2220.4165,2256.4097,2292.887,2329.825,2367.203,2405.0,2443.1965,2481.7744,2520.716
1923.0652,1953.1599,1984.0494,2015.697,2048.0674,2081.1272,2114.8438,2149.1863,2184.1255,2219.6328,2255.6816,2292.2466,2329.303,2366.828,2404.7993,2443.1965,2482.0,2521.1907,2560.7507
1953.4303,1984.0001,2015.3773,2047.5247,2080.406,2113.988,2148.2368,2183.1218,2218.6128,2254.6807,2291.2986,2328.441,2366.0825,2404.1997,2442.771,2481.7744,2521.1907,2561.0,2601.1848
1984.0817,2015.1312,2047.0007,2079.6526,2113.0498,2147.1587,2181.945,2217.3774,2253.425,2290.0588,2327.2515,2364.9766,2403.2087,2441.9243,2481.1006,2520.716,2560.7507,2601.1848,2642.0002
